year,imdb,title,binary,budget,domgross,intgross,budget_2013$,domgross_2013$,intgross_2013$
1993,tt0107007,Gettysburg,FAIL,25000000,10731997,10731997,40311473,17304904,17304904
1993,tt0107048,Groundhog Day,FAIL,14600000,70906973,70906973,23541900,114334580,114334580
1993,tt0107120,Hocus Pocus,PASS,28000000,39360491,39360491,45148849,63467174,63467174
1993,tt0107290,Jurassic Park,PASS,63000000,395708305,1035626872,101584911,638063379,1669905770
1993,tt0107614,Mrs. Doubtfire,PASS,25000000,219195051,441286003,40311473,353443011,711555544
1993,tt0311648,Pieces of April,PASS,300000,2528664,3590570,483738,4077367,5789647
1993,tt0108052,Schindler&#39;s List,PASS,25000000,96067179,321365567,40311473,154904378,518188770
1993,tt0108255,Super Mario Bros.,FAIL,42000000,20844907,20844907,67723274,33611556,33611556
1993,tt0106226,The Age of Innocence,PASS,34000000,32014993,32014993,54823603,51622860,51622860
1993,tt0106977,The Fugitive,FAIL,44000000,183875760,353715317,70948192,296492106,570351412
1993,tt0112389,The Princess and the Cobbler,FAIL,24000000,669276,669276,38699014,1079180,1079180
1993,tt0107943,The Remains of the Day,FAIL,15000000,22954968,63954968,24186884,37013943,103124758
1993,tt0108358,Tombstone,PASS,25000000,56505065,56505065,40311473,91112095,91112095
1992,tt0104257,A Few Good Men,FAIL,33000000,141340178,236500000,54791459,234673774,392672121
1992,tt0104694,A League of Their Own,PASS,40000000,107533925,132440066,66413889,178543655,219896498
1992,tt0103639,Aladdin,FAIL,28000000,217350219,504050219,46489723,360876835,836898388
1992,tt0103644,Alien 3,FAIL,55000000,54927174,158500000,91319098,91198182,263165037
1992,tt0106308,Army of Darkness,FAIL,11000000,11502976,21502976,18263820,19098934,35702407
1992,tt0103776,Batman Returns,FAIL,80000000,162833635,266824291,132827779,270360376,443020974
1992,tt0103893,Buffy the Vampire Slayer,PASS,7000000,14231669,14231669,11622431,23629512,23629512
1992,tt0104070,Death Becomes Her,PASS,55000000,58422650,149022650,91319098,97001885,247429345
1992,tt0104815,El Mariachi,FAIL,7000,2040920,2041928,11622,3388636,3390310
1992,tt0104348,Glengarry Glen Ross,FAIL,12500000,10725228,10725228,20754340,17807603,17807603
1992,tt0104412,Hero,FAIL,42000000,19487173,66787173,69734584,32355474,110889898
1992,tt0104431,Home Alone 2: Lost in New York,FAIL,20000000,173585516,358994850,33206945,288212232,596056107
1992,tt0104797,Malcolm X,FAIL,35000000,48169910,48169910,58112153,79978777,79978777
1992,tt0104952,My Cousin Vinny,FAIL,11000000,52929168,52929168,18263820,87880798,87880798
1992,tt0105236,Reservoir Dogs,FAIL,1200000,2832029,2832029,1992417,4702152,4702152
1992,tt0104036,The Crying Game,FAIL,4000000,62546695,62546695,6641389,103849232,103849232
1992,tt0104868,The Mighty Ducks,FAIL,10000000,50752337,50752337,16603472,84266502,84266502
1992,tt0104940,The Muppet Christmas Carol,FAIL,12000000,27281507,27281507,19924167,45296775,45296775
1992,tt0105151,The Player,PASS,8000000,21706101,28876702,13282778,36039665,47945352
1992,tt0105793,Wayne&#39;s World,FAIL,20000000,121697323,183097323,33206945,202059814,304005134
1991,tt0101414,Beauty and the Beast,PASS,20000000,218951625,451421625,34216807,374591278,772310338
1991,tt0101452,Bill &amp; Ted&#39;s Bogus Journey,FAIL,20000000,37537675,37537675,34216807,64220970,64220970
1991,tt0102057,Hook,FAIL,70000000,119654823,300854823,119758826,204710301,514714575
1991,tt0102070,Hudson Hawk,PASS,65000000,17218916,17218916,111204624,29458817,29458817
1991,tt0102798,Robin Hood: Prince of Thieves,FAIL,50000000,165493908,390500000,85542018,283133658,668083163
1991,tt0102943,Slacker,PASS,23000,1227508,1227508,39349,2100070,2100070
1991,tt0102975,Star Trek VI: The Undiscovered Country,FAIL,27000000,74888996,96900000,46192690,128123117,165780431
1991,tt0103060,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,PASS,25000000,78656813,78656813,42771009,134569251,134569251
1991,tt0103064,Terminator 2: Judgement Day,FAIL,100000000,204859496,516816151,171084037,350481895,884189932
1991,tt0101272,The Addams Family,PASS,30000000,113502246,191502246,51325211,194184224,327629772
1991,tt0102510,The Naked Gun 2 1/2: The Smell of Fear,FAIL,23000000,86930411,86930411,39349328,148724056,148724056
1991,tt0102926,The Silence of the Lambs,PASS,20000000,130726716,275726716,34216807,223652543,471724395
1991,tt0103247,White Fang,FAIL,14000000,34729091,34729091,23951765,59415931,59415931
1990,tt0099088,Back to the Future Part III,FAIL,40000000,87666629,243700000,71319016,156307443,434511105
1990,tt0099253,Child&#39;s Play 2,PASS,13000000,26904572,34166572,23178680,47970190,60918157
1990,tt0099817,Dark Angel (I Come in Peace),FAIL,7000000,4372561,4372561,12480828,7796169,7796169
1990,tt0099423,Die Hard 2,FAIL,70000000,117323878,239814025,124808278,209185588,427582507
1990,tt0099487,Edward Scissorhands,PASS,20000000,53976987,53976987,35659508,96239640,96239640
1990,tt0099582,Flatliners,PASS,26000000,61308153,61308153,46357360,109310929,109310929
1990,tt0099653,Ghost,FAIL,22000000,217631306,517600000,39225459,388031265,922868068
1990,tt0099685,Goodfellas,FAIL,25000000,46743809,46743809,44574385,83343062,83343062
1990,tt0099785,Home Alone,FAIL,15000000,285761243,476684675,26744631,509505267,849917050
1990,tt0100263,Nikita,PASS,7000000,5017971,5017971,12480828,8946919,8946919
1990,tt0100403,Predator 2,FAIL,35000000,28317513,54768418,62404139,50489429,97650742
1990,tt0100405,Pretty Woman,PASS,14000000,178406268,432645872,24961656,318093987,771396947
1990,tt0099810,The Hunt for Red October,FAIL,30000000,120709866,200500000,53489262,215222722,357486568
1990,tt0100802,Total Recall,FAIL,125000000,58877969,198615996,222871925,104977970,354127435
1990,tt0100814,Tremors,PASS,10000000,16667084,16667084,17829754,29717001,29717001
1989,tt0096874,Back to the Future Part II,PASS,40000000,118450002,332000000,75183554,222637302,624023495
1989,tt0096895,Batman,FAIL,35000000,251188924,411348924,65785609,472131898,773166847
1989,tt0096928,Bill &amp; Ted&#39;s Excellent Adventure,FAIL,10000000,40485039,40485039,18795888,76095227,76095227
1989,tt0097165,Dead Poets Society,FAIL,16400000,95860116,239500000,30825257,180177604,450161527
1989,tt0097499,Henry V,PASS,9000000,10161099,10161099,16916300,19098688,19098688
1989,tt0097576,Indiana Jones and the Last Crusade,FAIL,48000000,197171806,474171806,90220264,370601926,891248035
1989,tt0097742,Licence to Kill,FAIL,42000000,34667015,156167015,78942731,65159735,293529779
1989,tt0097815,Major League,FAIL,11000000,49793054,49793054,20675477,93590469,93590469
1989,tt0098206,Road House,FAIL,10000000,30050028,30050028,18795888,56481697,56481697
1989,tt0098382,Star Trek V: The Final Frontier,FAIL,30000000,52210049,70200000,56387665,98133425,131947137
1989,tt0096754,The Abyss,PASS,70000000,54243125,54243125,131571219,101954772,101954772
1989,tt0098519,Troop Beverly Hills,PASS,18000000,7190505,7190505,33832599,13515193,13515193
1989,tt0098546,UHF,FAIL,5000000,6157157,6157157,9397944,11572924,11572924
1988,tt0094612,Action Jackson,FAIL,7000000,20257000,20257000,13787529,39899139,39899139
1988,tt0094625,Akira,FAIL,8000000,19585,19585,15757176,38576,38576
1988,tt0094721,Beetle Juice,PASS,15000000,73326666,73326666,29544705,144427648,144427648
1988,tt0092675,Bloodsport,FAIL,1500000,11806119,11806119,2954471,23253887,23253887
1988,tt0094862,Child&#39;s Play,PASS,9000000,33244684,44196684,17726823,65480292,87051866
1988,tt0094947,Dangerous Liaisons,PASS,14000000,34700000,34700000,27575058,68346751,68346751
1988,tt0095016,Die Hard,PASS,28000000,81350242,139109346,55150116,160231261,273996307
1988,tt0095631,Midnight Run,FAIL,30000000,38413606,81613606,59089410,75661244,160749995
1988,tt0095687,My Stepmother Is an Alien,PASS,16000000,13854000,13854000,31514352,27287490,27287490
1988,tt0095690,Mystic Pizza,PASS,6000000,12793213,12793213,11817882,25198114,25198114
1988,tt0095889,Poltergeist III,PASS,9500000,14114000,14114000,18711647,27799598,27799598
1988,tt0095953,Rain Man,FAIL,25000000,172825435,412800000,49241175,340405101,813070285
1988,tt0096061,Scrooged,PASS,32000000,60328558,60328558,63028704,118825964,118825964
1988,tt0095489,The Land Before Time,PASS,12300000,48092846,81972846,24226658,94725930,161457571
1988,tt0095497,The Last Temptation of Christ,FAIL,7000000,8373585,8373585,13787529,16493007,16493007
1988,tt0096256,They Live,FAIL,4000000,13000000,13000000,7878588,25605411,25605411
1988,tt0096320,Twins,FAIL,15000000,111936388,216600000,29544705,220475172,426625542
1988,tt0096438,Who Framed Roger Rabbit,FAIL,70000000,154112492,351500000,137875291,303547209,692330924
1988,tt0096487,Young Guns,FAIL,13000000,44726644,44726644,25605411,88095701,88095701
1987,tt0092644,Beverly Hills Cop II,FAIL,20000000,153665036,276665036,41007948,315074388,567273267
1987,tt0092991,Evil Dead II,FAIL,3500000,5923044,5923044,7176391,12144594,12144594
1987,tt0093010,Fatal Attraction,FAIL,14000000,156645693,320100000,28705563,321185920,656332204
1987,tt0093177,Hellraiser,PASS,1000000,14564000,14564000,2050397,29861988,29861988
1987,tt0093409,Lethal Weapon,FAIL,15000000,65192350,120192350,30755961,133670224,246442080
1987,tt0093773,Predator,FAIL,18000000,59735548,98267558,36907153,122481612,201487544
1987,tt0093818,Radio Days,FAIL,16000000,14792779,14792779,32806358,30331075,30331075
1987,tt0093870,RoboCop,FAIL,120000000,54764805,221577330,246047687,112289613,454321579
1987,tt0094012,Spaceballs,FAIL,22700000,38119483,38119483,46544021,78160088,78160088
1987,tt0094074,Superman IV: The Quest for Peace,PASS,17000000,11227824,11227824,34856756,23021501,23021501
1987,tt0093389,The Last Emperor,FAIL,25000000,43984000,43984000,51259935,90184679,90184679
1987,tt0093437,The Lost Boys,FAIL,8500000,32222567,32222567,17428378,66069067,66069067
1987,tt0093779,The Princess Bride,FAIL,15000000,30857000,30857000,30755961,63269112,63269112
1986,tt0090605,Aliens,PASS,17000000,85160248,183316455,36104000,180860331,389321020
1986,tt0090555,Crocodile Dundee,FAIL,5000000,174803506,328000000,10618824,371241520,696594829
1986,tt0091203,Highlander,PASS,16000000,5900000,12900000,33980236,12530212,27396565
1986,tt0091225,Howard The Duck,FAIL,30000000,16295774,16295774,63712942,34608390,34608390
1986,tt0091419,Little Shop of Horrors,FAIL,30000000,38747385,38747385,63712942,82290329,82290329
1986,tt0091738,Peggy Sue Got Married,PASS,18000000,41382841,41382841,38227765,87887418,87887418
1986,tt0091763,Platoon,FAIL,6000000,137963328,137963328,12742588,293001649,293001649
1986,tt0092005,Stand By Me,FAIL,8000000,52287414,52287414,16990118,111046165,111046165
1986,tt0090848,The Clan of the Cave Bear,PASS,15000000,1953732,1953732,31856471,4149267,4149267
1986,tt0092099,Top Gun,FAIL,15000000,179800601,356800601,31856471,381854174,757760530
1985,tt0088763,Back to the Future,FAIL,19000000,210609762,383874862,41136059,455981879,831110482
1985,tt0088846,Brazil,PASS,15000000,9929135,9929135,32475836,21497131,21497131
1985,tt0088944,Commando,FAIL,10000000,35073978,35073978,21650558,75937118,75937118
1985,tt0089457,Ladyhawke,FAIL,20000000,18400000,18400000,43301115,39837026,39837026
1985,tt0089469,Legend,FAIL,25000000,15502112,15502112,54126394,33562937,33562937
1985,tt0089893,Red Sonja,PASS,17900000,6905861,6905861,38754498,14951574,14951574
1985,tt0089908,Return to Oz,PASS,27000000,10618813,10618813,58456506,22990322,22990322
1985,tt0088939,The Color Purple,PASS,15000000,93589701,93589701,32475836,202626921,202626921
1984,tt0087800,A nightmare on Elm Street,FAIL,35000000,63075011,117729621,78450540,141379105,263884353
1984,tt0086879,Amadeus,PASS,18000000,51973029,51973029,40345992,116494634,116494634
1984,tt0086960,Beverly Hills Cop,FAIL,15000000,234760478,316300000,33621660,526202467,708968739
1984,tt0086984,Body Double,FAIL,10000000,8801940,8801940,22414440,19729056,19729056
1984,tt0087078,Conan the Destroyer,FAIL,18000000,26400000,26400000,40345992,59174122,59174122
1984,tt0087182,Dune,FAIL,45000000,27447471,27447471,100864980,61521969,61521969
1984,tt0087298,Friday the 13th Part IV: The Final Chapter,PASS,2600000,32980880,32980880,5827754,73924796,73924796
1984,tt0087332,Ghostbusters,FAIL,30000000,238632124,291632124,67243320,534880544,653677077
1984,tt0087363,Gremlins,FAIL,11000000,148168459,148168459,24655884,332111304,332111304
1984,tt0087469,Indiana Jones and the Temple of Doom,FAIL,28000000,179880271,333080271,62760432,403191555,746580777
1984,tt0087928,Police Academy,FAIL,4500000,81198894,81198894,10086498,182002774,182002774
1984,tt0087995,Repo Man,FAIL,1500000,2300000,2300000,3362166,5155321,5155321
1984,tt0088161,Splash,FAIL,8000000,62599495,62599495,17931552,140313263,140313263
1984,tt0088170,Star Trek III: The Search for Spock,FAIL,18000000,76471046,87000000,40345992,171405568,195005629
1984,tt0087538,The Karate Kid,PASS,40000000,176591618,359091618,89657760,395820224,804883755
1984,tt0088247,The Terminator,FAIL,6400000,38019031,78019031,14345242,85217529,174875289
1983,tt0085549,Flashdance,PASS,7000000,90463574,201463574,16375486,211626424,471294841
1983,tt0086190,Star Wars: Episode VI - Return of the Jedi,FAIL,32500000,309205079,572700000,76029041,723340482,1339748672
1983,tt0086393,Superman III,PASS,39000000,59950623,59950623,91234849,140245796,140245796
1983,tt0086541,Videodrome,FAIL,5952000,2120439,2120439,13923842,4960460,4960460
1983,tt0086567,WarGames,FAIL,12000000,74433837,74433837,28072261,174127177,174127177
1982,tt0083658,Blade Runner,FAIL,28000000,32656328,33139618,67571504,78808471,79974780
1982,tt0083722,Cat People,PASS,12500000,7000000,21000000,30165850,16892876,50678628
1982,tt0082198,Conan the Barbarian,FAIL,20000000,38264085,79114085,48265360,92341492,190923490
1982,tt0083833,Diner,FAIL,5000000,12592907,12592907,12066340,30390060,30390060
1982,tt0083866,E.T.: The Extra-Terrestrial,FAIL,10500000,435110554,792965326,25339314,1050038377,1913637848
1982,tt0083929,Fast Times at Ridgemont High,FAIL,4500000,27092880,27092880,10859706,65382380,65382380
1982,tt0083944,First Blood,FAIL,14000000,47212904,125212904,33785752,113937390,302172295
1982,tt0083972,Friday the 13th Part III,FAIL,2250000,36690067,36690067,5429853,88542965,88542965
1982,tt0084516,Poltergeist,PASS,10700000,74706019,121706019,25821968,180285645,293709241
1982,tt0084522,Porky&#39;s,FAIL,4000000,109492484,109492484,9653072,264234708,264234708
1982,tt0084726,Star Trek: The Wrath of Khan,FAIL,12000000,79912963,96800000,28959216,192851397,233604343
1982,tt0083642,The Best Little Whorehouse in Texas,PASS,20500000,69701637,69701637,49471994,168208730,168208730
1982,tt0084805,Tootsie,FAIL,15000000,177200000,177200000,36199020,427631090,427631090
1982,tt0084827,TRON,FAIL,17000000,26918576,26918576,41025556,64961738,64961738
1981,tt0082096,Das Boot,FAIL,12000000,11487676,84970337,30742635,29430119,217684336
1981,tt0082340,Escape from New York,FAIL,6000000,25244700,25244700,15371317,64674049,64674049
1981,tt0082418,Friday the 13th Part 2,FAIL,1250000,21722776,21722776,3202358,55651281,55651281
1981,tt0082495,Halloween II,PASS,2500000,25533818,25533818,6404716,65414737,65414737
1981,tt0082509,Heavy Metal,FAIL,9300000,19571091,19571091,23825542,50138908,50138908
1981,tt0082517,History of the World: Part I,FAIL,11000000,31672000,31672000,28180748,81140060,81140060
1981,tt0082971,Raiders of the Lost Ark,FAIL,20000000,248159971,389925971,51237724,635757611,998945973
1981,tt0083907,The Evil Dead,FAIL,375000,2400000,29400000,960707,6148527,75319455
1981,tt0081633,Time Bandits,FAIL,12000000,37400000,37400000,30742635,95814545,95814545
1980,tt0080339,Airplane!,FAIL,3500000,83453539,83453539,9897188,235987236,235987236
1980,tt0080492,Can&#39;t Stop the Music,PASS,20000000,2000000,2000000,56555357,5655536,5655536
1980,tt0080716,Fame,PASS,18000000,22455510,77956957,50899822,63498970,220444178
1980,tt0080745,Flash Gordon,FAIL,35000000,27107960,27107960,98971875,76655018,76655018
1980,tt0080761,Friday the 13th,FAIL,17000000,65002019,91700771,48072054,183810620,259308493
1980,tt0080855,Heaven&#39;s Gate,FAIL,44000000,3484331,3484331,124421786,9852879,9852879
1980,tt0081375,Private Benjamin,PASS,15000000,69847348,69847348,42416518,197512086,197512086
1980,tt0081398,Raging Bull,FAIL,18000000,23380203,23380203,50899822,66113787,66113787
1980,tt0081534,Somewhere in Time,FAIL,5100000,9709597,9709597,14421616,27456486,27456486
1980,tt0080684,Star Wars: Episode V - The Empire Strikes Back,FAIL,23000000,290271960,534171960,65038661,820821721,1510514303
1980,tt0081573,Superman II,FAIL,54000000,108185706,108185706,152699465,305924063,305924063
1980,tt0080455,The Blues Brothers,FAIL,27000000,57229890,57229890,76349732,161832844,161832844
1980,tt0080749,The Fog,PASS,18000000,29511112,37048526,50899822,83450574,104764631
1980,tt0081505,The Shining,FAIL,19000000,44017374,44017374,53727589,124470916,124470916
1979,tt0078748,Alien,PASS,9000000,80930630,203630630,28886103,259752278,653566146
1979,tt0078788,Apocalypse Now,FAIL,31500000,78800000,78800000,101101360,252913878,252913878
1979,tt0079574,Moonraker,FAIL,31000000,70300000,210300000,99496576,225632559,674971936
1979,tt0079945,Star Trek: The Motion Picture,FAIL,35000000,82258456,139000000,112334844,264014024,446129810
1979,tt0078767,The Amityville Horror,PASS,18500000,65233369,109175673,59376989,209370867,350406635
1978,tt0077975,Animal House,FAIL,3000000,141600000,141600000,10712118,505611968,505611968
1978,tt0077402,Dawn of the Dead,FAIL,28000000,58990765,103452875,99979768,210638678,369399800
1978,tt0077405,Days of Heaven,PASS,3000000,3446749,3660880,10712118,12307327,13071926
1978,tt0077631,Grease,PASS,6000000,181813770,387513770,21424236,649203517,1383697739
1978,tt0077651,Halloween,FAIL,15000000,58269151,77514401,53560590,208062006,276781136
1978,tt0077713,I Spit on Your Grave,FAIL,1750000,93051,1278471,6248735,332258,4565044
1978,tt0078346,Superman,FAIL,55000000,134218018,300200000,196388829,479253080,1071925937
1978,tt0077416,The Deer Hunter,FAIL,15000000,50000000,50000000,53560590,178535299,178535299
1977,tt0075784,A Bridge Too Far,FAIL,26000000,50800000,50800000,99921804,195231833,195231833
1977,tt0075686,Annie Hall,PASS,4000000,38251425,38251425,15372585,147005823,147005823
1977,tt0075860,Close Encounters of the Third Kind,FAIL,20000000,166000000,337700000,76862926,637962288,1297830510
1977,tt0074486,Eraserhead,FAIL,100000,7000000,7000000,384315,26902024,26902024
1977,tt0076141,High Anxiety,FAIL,3400000,31063038,31063038,13066697,119379800,119379800
1977,tt0076245,Julia,PASS,6000000,65108,1365108,23058878,250220,5246310
1977,tt0076759,Star Wars,FAIL,11000000,460998007,797900000,42274609,1771682790,3066446442
1976,tt0074156,Assault on Precinct 13,FAIL,30000000,20040895,36040895,122754817,82003880,147473116
1976,tt0074512,Family Plot,PASS,3000000,13200000,13200000,12275482,54012120,54012120
1976,tt0074812,Logan&#39;s Run,FAIL,7000000,25000000,25000000,28642791,102295681,102295681
1976,tt0074958,Network,PASS,3800000,23689877,23689877,15548943,96934884,96934884
1976,tt0075148,Rocky,FAIL,1000000,117235147,225000000,4091827,479705967,920661128
1976,tt0075222,Silent Movie,FAIL,4400000,36145695,36145695,18004040,147901939,147901939
1976,tt0075249,Sparkle,PASS,10000000,24397469,24660323,40918272,99830228,100905781
1976,tt0075314,Taxi Driver,FAIL,1000000,28262574,28262574,4091827,115645570,115645570
1975,tt0072684,Barry Lyndon,FAIL,11000000,20000000,20000000,47609104,86562007,86562007
1975,tt0073195,Jaws,FAIL,12000000,260000000,470700000,51937204,1125306085,2037236823
1975,tt0071853,Monty Python and the Holy Grail,FAIL,400000,3427696,5028948,1731240,14835412,21765791
1975,tt0073486,One Flew Over the Cuckoo&#39;s Nest,FAIL,4400000,108981275,108981275,19043641,471681892,471681892
1975,tt0073629,The Rocky Horror Picture Show,FAIL,1200000,139876417,139876417,5193720,605399166,605399166
1974,tt0071222,Black Christmas,PASS,9000000,16235738,16235738,42513535,76693179,76693179
1974,tt0071230,Blazing Saddles,FAIL,2600000,119500000,119500000,12281688,564485269,564485269
1974,tt0071360,The Conversation,FAIL,1600000,4420000,4420000,7557962,20878869,20878869
1974,tt0071562,The Godfather: Part II,PASS,13000000,57300000,57300000,61408439,270669505,270669505
1974,tt0072271,The Texas Chain Saw Massacre,FAIL,140000,26572439,26572439,661322,125520924,125520924
1974,tt0072308,The Towering Inferno,FAIL,140000,26572439,26572439,661322,125520924,125520924
1974,tt0072431,Young Frankenstein,FAIL,2800000,86300000,86300000,13226433,407657562,407657562
1973,tt0069704,American Graffiti,FAIL,777000,115000000,140000000,4074506,603047833,734145189
1973,tt0068699,High Plains Drifter,FAIL,15700000,15700000,15700000,82329139,82329139,82329139
1973,tt0070707,Sleeper,FAIL,2000000,18344729,18344729,10487788,96197818,96197818
1973,tt0070047,The Exorcist,PASS,12000000,204868002,402735134,62926730,1074306128,2111900435
1973,tt0070735,The Sting,FAIL,5500000,159616327,159616327,28841418,837011132,837011132
1972,tt0069089,Pink Flamingos,PASS,12000,413802,413802,66866,2305762,2305762
1972,tt0068646,The Godfather,FAIL,7000000,134966411,268500000,39004975,752051643,1496119403
1971,tt0067065,Escape from the Planet of the Apes,FAIL,2500000,12300000,12300000,14386286,70780525,70780525
1971,tt0067741,Shaft,FAIL,53012938,70327868,107190108,305063707,404702718,616827003
1971,tt0067800,Straw Dogs,FAIL,25000000,10324441,11253821,143862856,59412143,64760273
1971,tt0067116,The French Connection,FAIL,2200000,41158757,41158757,12659931,236848653,236848653
1971,tt0067992,Willy Wonka &amp; the Chocolate Factory,FAIL,3000000,4000000,4000000,17263543,23018057,23018057
1970,tt0065466,Beyond the Valley of the Dolls,PASS,1000000,9000000,9000000,5997631,53978683,53978683
