inst#,actual,predicted,error,prediction,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
1238,2:bad,2:bad,,0.993,7.1,0.33,0.64,13.2,0.056,12,105,0.9972,3.05,0.39,9.2
1239,2:bad,2:bad,,0.97,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6
1240,2:bad,2:bad,,1,9.8,0.93,0.45,8.6,0.052,34,187,0.9994,3.12,0.59,10.2
1241,2:bad,2:bad,,1,7.8,0.29,0.33,8.75,0.035,33,181,0.9962,3.11,0.46,10.7
1242,2:bad,2:bad,,0.969,7.9,0.28,0.32,3.6,0.038,9,76,0.992,3.05,0.31,11.7
1243,2:bad,2:bad,,0.969,6.3,0.24,0.37,1.8,0.031,6,61,0.9897,3.3,0.34,12.2
1244,1:good,1:good,,0.951,6.8,0.37,0.28,4,0.03,29,79,0.99,3.23,0.46,12.4
1245,2:bad,2:bad,,0.75,8.4,0.22,0.28,18.8,0.028,55,130,0.998,2.96,0.35,11.6
1246,2:bad,2:bad,,0.993,7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4
1247,2:bad,2:bad,,0.993,7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4
1248,1:good,1:good,,0.974,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1
1249,1:good,1:good,,0.974,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1
1250,1:good,1:good,,0.974,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1
1251,1:good,1:good,,0.974,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1
1252,1:good,1:good,,0.974,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1
1253,2:bad,2:bad,,0.993,6.9,0.32,0.13,7.8,0.042,11,117,0.996,3.23,0.37,9.2
1254,2:bad,2:bad,,0.97,7.6,0.32,0.58,16.75,0.05,43,163,0.9999,3.15,0.54,9.2
1255,1:good,1:good,,0.974,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1
1256,1:good,1:good,,0.974,7.4,0.19,0.3,12.8,0.053,48.5,212,0.9986,3.14,0.49,9.1
1257,2:bad,2:bad,,0.993,6.9,0.32,0.13,7.8,0.042,11,117,0.996,3.23,0.37,9.2
1258,1:good,2:bad,+,0.993,6,0.34,0.24,5.4,0.06,23,126,0.9951,3.25,0.44,9
1259,2:bad,2:bad,,0.97,7.6,0.32,0.58,16.75,0.05,43,163,0.9999,3.15,0.54,9.2
1260,2:bad,2:bad,,0.993,6.6,0.32,0.27,10.9,0.041,37,146,0.9963,3.24,0.47,10
1261,2:bad,2:bad,,0.993,6.3,0.3,0.24,6.6,0.04,38,141,0.995,3.22,0.47,9.5
1262,1:good,1:good,,0.75,7.5,0.18,0.31,11.7,0.051,24,94,0.997,3.19,0.44,9.5
1263,2:bad,2:bad,,0.993,6.5,0.39,0.81,1.2,0.217,14,74,0.9936,3.08,0.53,9.5
1264,2:bad,2:bad,,1,6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5
1265,2:bad,2:bad,,1,9.2,0.23,0.35,10.7,0.037,34,145,0.9981,3.09,0.32,9.7
1266,2:bad,2:bad,,1,6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5
1267,2:bad,2:bad,,0.993,7.1,0.26,0.19,8.2,0.051,53,187,0.996,3.16,0.52,9.7
1268,2:bad,2:bad,,1,6.4,0.24,0.23,7.3,0.069,31,157,0.9962,3.25,0.53,9.1
1269,2:bad,2:bad,,0.993,7.1,0.26,0.19,8.2,0.051,53,187,0.996,3.16,0.52,9.7
1270,2:bad,2:bad,,1,7.8,0.24,0.38,2.1,0.058,14,167,0.994,3.21,0.55,9.9
1271,2:bad,2:bad,,0.993,7.6,0.27,0.33,2,0.059,19,175,0.9944,3.22,0.56,9.9
1272,2:bad,2:bad,,1,7.7,0.39,0.34,10,0.056,35,178,0.9974,3.26,0.6,10.2
1273,1:good,1:good,,1,6.6,0.23,0.24,3.9,0.045,36,138,0.9922,3.15,0.64,11.3
1274,2:bad,2:bad,,1,7.1,0.26,0.3,2,0.031,13,128,0.9917,3.19,0.49,11.4
1275,1:good,1:good,,0.833,7.4,0.24,0.26,1.6,0.058,53,150,0.9936,3.18,0.5,9.9
1276,2:bad,2:bad,,1,7.1,0.26,0.3,2,0.031,13,128,0.9917,3.19,0.49,11.4
1277,2:bad,2:bad,,0.993,7.8,0.3,0.37,1.3,0.051,16,96,0.9941,3.32,0.62,10
1278,1:good,1:good,,0.951,6.5,0.24,0.36,2.2,0.027,36,134,0.9898,3.28,0.36,12.5
1279,1:good,1:good,,1,8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4
1280,1:good,1:good,,1,8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4
1281,2:bad,2:bad,,1,7.6,0.23,0.26,15.3,0.067,32,166,0.9986,3.03,0.44,9.2
1282,2:bad,2:bad,,0.993,7.7,0.28,0.58,12.1,0.046,60,177,0.9983,3.08,0.46,8.9
1283,2:bad,2:bad,,0.993,7.7,0.27,0.61,12,0.046,64,179,0.9982,3.07,0.46,8.9
1284,1:good,1:good,,1,7.1,0.2,0.36,11.6,0.042,45,124,0.997,2.92,0.59,9.5
1285,1:good,1:good,,1,7.1,0.2,0.36,11.6,0.042,45,124,0.997,2.92,0.59,9.5
1286,2:bad,2:bad,,0.993,6.5,0.39,0.35,1.6,0.049,10,164,0.99516,3.35,0.51,9.7
1287,2:bad,2:bad,,0.933,7.2,0.23,0.38,6.1,0.067,20,90,0.99496,3.17,0.79,9.7
1288,2:bad,2:bad,,0.993,7.1,0.28,0.19,7.8,0.04,48,184,0.99579,3.16,0.5,9.4
1289,2:bad,2:bad,,0.889,6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9
1290,2:bad,2:bad,,0.993,7.2,0.29,0.18,8.2,0.042,41,180,0.99644,3.16,0.49,9.1
1291,2:bad,2:bad,,0.993,7.1,0.28,0.19,7.8,0.04,48,184,0.99579,3.16,0.5,9.4
1292,2:bad,2:bad,,0.92,6.1,0.23,0.45,10.6,0.094,49,169,0.99699,3.05,0.54,8.8
1293,2:bad,2:bad,,1,6.7,0.23,0.42,11.2,0.047,52,171,0.99758,3.54,0.74,10.4
1294,2:bad,2:bad,,0.993,7,0.36,0.14,11.6,0.043,35,228,0.9977,3.13,0.51,8.9
1295,1:good,2:bad,+,0.944,7.5,0.31,0.24,7.1,0.031,28,141,0.99397,3.16,0.38,10.6
1296,2:bad,2:bad,,0.889,6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9
1297,2:bad,2:bad,,0.993,6.3,0.27,0.18,7.7,0.048,45,186,0.9962,3.23,0.47,9
1298,1:good,1:good,,1,7.4,0.18,0.29,1.4,0.042,34,101,0.99384,3.54,0.6,10.5
1299,2:bad,2:bad,,0.993,7.2,0.29,0.2,7.7,0.046,51,174,0.99582,3.16,0.52,9.5
1300,2:bad,2:bad,,0.993,6.3,0.27,0.18,7.7,0.048,45,186,0.9962,3.23,0.47,9
1301,2:bad,2:bad,,1,7.1,0.14,0.35,1.4,0.039,24,128,0.99212,2.97,0.68,10.4
1302,2:bad,2:bad,,0.993,7.6,0.48,0.28,10.4,0.049,57,205,0.99748,3.24,0.45,9.3
1303,2:bad,2:bad,,0.993,7.6,0.48,0.28,10.4,0.049,57,205,0.99748,3.24,0.45,9.3
1304,2:bad,2:bad,,0.97,6.9,0.3,0.21,15.7,0.056,49,159,0.99827,3.11,0.48,9
1305,2:bad,2:bad,,0.97,6.9,0.3,0.21,15.7,0.056,49,159,0.99827,3.11,0.48,9
1306,2:bad,2:bad,,1,9.4,0.42,0.32,6.5,0.027,20,167,0.99479,3.08,0.43,10.6
1307,1:good,1:good,,1,7.3,0.19,0.25,1.4,0.051,41,107,0.99382,3.53,0.66,10.5
1308,2:bad,2:bad,,0.993,6.1,0.46,0.32,6.2,0.053,10,94,0.99537,3.35,0.47,10.1
1309,1:good,1:good,,1,7.3,0.19,0.25,1.4,0.051,41,107,0.99382,3.53,0.66,10.5
1310,2:bad,2:bad,,0.97,7.5,0.29,0.26,14.95,0.067,47,178,0.99838,3.04,0.49,9.2
1311,2:bad,2:bad,,0.993,7.1,0.4,0.52,1.3,0.148,45,149,0.99468,3.08,0.56,8.7
1312,2:bad,2:bad,,0.97,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5
1313,2:bad,2:bad,,0.97,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5
1314,2:bad,2:bad,,0.97,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5
1315,2:bad,2:bad,,0.97,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5
1316,2:bad,2:bad,,0.993,6.6,0.41,0.24,4.9,0.158,47,144,0.99471,3.17,0.49,9.4
1317,2:bad,2:bad,,0.993,6.7,0.43,0.23,5,0.157,49,145,0.99471,3.17,0.49,9.4
1318,2:bad,2:bad,,0.97,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5
1319,1:good,1:good,,0.951,7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6
1320,1:good,1:good,,1,7.4,0.18,0.24,1.4,0.047,21,106,0.99383,3.52,0.64,10.5
1321,1:good,1:good,,0.951,7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6
1322,1:good,1:good,,0.951,7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2
1323,1:good,1:good,,1,6.9,0.28,0.31,7.2,0.04,47,168,0.9946,3.29,0.57,10.6
1324,1:good,1:good,,0.951,6.3,0.41,0.18,3.5,0.027,23,109,0.99018,3.34,0.54,12.8
1325,1:good,1:good,,0.951,7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2
1326,1:good,1:good,,0.951,7.3,0.3,0.33,2.3,0.043,28,125,0.99084,3.34,0.44,12.6
1327,2:bad,2:bad,,0.933,6.6,0.22,0.28,12.05,0.058,25,125,0.99856,3.45,0.45,9.4
1328,2:bad,2:bad,,0.993,6,0.26,0.18,7,0.055,50,194,0.99591,3.21,0.43,9
1329,2:bad,2:bad,,0.993,6.9,0.44,0.18,11.8,0.051,26,126,0.9975,3.23,0.48,9.1
1330,1:good,1:good,,0.951,7,0.36,0.3,5,0.04,40,143,0.99173,3.33,0.42,12.2
1331,2:bad,2:bad,,0.993,5.6,0.295,0.2,2.2,0.049,18,134,0.99378,3.21,0.68,10
1332,2:bad,2:bad,,1,6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2
1333,2:bad,2:bad,,0.993,9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3
1334,2:bad,2:bad,,1,6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2
1335,1:good,1:good,,1,7,0.22,0.26,2.8,0.036,44,132,0.99078,3.34,0.41,12
1336,2:bad,2:bad,,0.993,9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3
1337,1:good,1:good,,0.951,6.8,0.32,0.3,3.3,0.029,15,80,0.99061,3.33,0.63,12.6
1338,1:good,1:good,,0.857,7.4,0.2,0.31,1.6,0.038,34,116,0.9912,3.25,0.39,12
1339,2:bad,2:bad,,1,7.5,0.24,0.62,10.6,0.045,51,153,0.99779,3.16,0.44,8.8
1340,2:bad,2:bad,,0.993,7.5,0.26,0.59,11.8,0.046,58,164,0.99814,3.17,0.46,8.9
1341,1:good,1:good,,0.951,6.6,0.4,0.32,1.7,0.035,39,84,0.99096,3.59,0.48,12.7
1342,2:bad,2:bad,,0.971,4.6,0.445,0,1.4,0.053,11,178,0.99426,3.79,0.55,10.2
1343,2:bad,2:bad,,0.993,6.9,0.3,0.21,7.2,0.045,54,190,0.99595,3.22,0.48,9.4
1344,2:bad,2:bad,,0.993,6.9,0.35,0.55,11.95,0.038,22,111,0.99687,3.11,0.29,9.7
1345,2:bad,2:bad,,0.993,6.9,0.35,0.55,11.95,0.038,22,111,0.99687,3.11,0.29,9.7
1346,2:bad,2:bad,,0.993,7.6,0.3,0.4,2.2,0.054,29,175,0.99445,3.19,0.53,9.8
1347,2:bad,2:bad,,0.944,7.5,0.3,0.32,1.4,0.032,31,161,0.99154,2.95,0.42,10.5
1348,1:good,1:good,,0.951,6.8,0.37,0.28,1.9,0.024,64,106,0.98993,3.45,0.6,12.6
1349,2:bad,2:bad,,1,7.5,0.23,0.35,17.8,0.058,128,212,1.00241,3.44,0.43,8.9
1350,2:bad,2:bad,,1,8.3,0.27,0.34,10.2,0.048,50,118,0.99716,3.18,0.51,10.3
1351,2:bad,2:bad,,1,6.8,0.26,0.22,4.8,0.041,110,198,0.99437,3.29,0.67,10.6
1352,2:bad,2:bad,,0.993,6.5,0.28,0.35,9.8,0.067,61,180,0.9972,3.15,0.57,9
1353,2:bad,2:bad,,0.971,7.2,0.34,0.3,8.4,0.051,40,167,0.99756,3.48,0.62,9.7
1354,2:bad,2:bad,,0.971,7.2,0.34,0.3,8.4,0.051,40,167,0.99756,3.48,0.62,9.7
1355,1:good,1:good,,0.951,7.7,0.4,0.27,4.5,0.034,27,95,0.99175,3.21,0.59,12.3
1356,2:bad,2:bad,,0.683,6.7,0.17,0.27,1.4,0.032,39,149,0.99254,3.4,0.52,10.5
1357,2:bad,2:bad,,0.993,7.7,0.28,0.63,11.1,0.039,58,179,0.9979,3.08,0.44,8.8
1358,2:bad,2:bad,,0.993,7.9,0.46,0.4,10.1,0.168,19,184,0.99782,3.06,0.62,9.5
1359,2:bad,2:bad,,0.971,7.9,0.31,0.22,13.3,0.048,46,212,0.99942,3.47,0.59,10
1360,1:good,2:bad,+,0.683,7,0.18,0.26,1.4,0.044,46,89,0.99256,3.39,0.48,10.7
1361,1:good,1:good,,0.951,7.6,0.48,0.33,7,0.024,14,130,0.9918,3.25,0.45,12.5
1362,2:bad,1:good,+,0.857,8.9,0.21,0.37,1.2,0.028,20,93,0.99244,3.2,0.37,11.5
1363,2:bad,2:bad,,0.993,7.4,0.32,0.27,12.9,0.04,60,221,0.99831,3.05,0.66,9.4
1364,2:bad,2:bad,,0.993,6,0.495,0.27,5,0.157,17,129,0.99396,3.03,0.36,9.3
1365,2:bad,2:bad,,1,8.2,0.25,0.46,3.75,0.05,14,102,0.99524,3.28,0.58,9.7
1366,2:bad,2:bad,,1,6.7,0.24,0.26,12.6,0.053,44,182,0.99802,3.42,0.42,9.7
1367,2:bad,2:bad,,0.971,6.6,0.32,0.24,1.3,0.06,42.5,204,0.99512,3.59,0.51,9.2
1368,2:bad,2:bad,,0.993,7.6,0.32,0.35,1.6,0.092,24,138,0.99438,3.19,0.44,9.8
1369,2:bad,2:bad,,0.993,7.4,0.33,0.44,7.6,0.05,40,227,0.99679,3.12,0.52,9
1370,1:good,1:good,,1,6.3,0.1,0.24,6,0.039,25,107,0.99511,3.59,0.49,10.5
1371,2:bad,2:bad,,0.993,6.2,0.45,0.73,7.2,0.099,47,202,0.99582,3.21,0.43,9.2
1372,2:bad,2:bad,,0.969,6,0.33,0.18,3,0.036,5,85,0.99125,3.28,0.4,11.5
1373,2:bad,2:bad,,1,7.6,0.48,0.37,1.2,0.034,5,57,0.99256,3.05,0.54,10.4
1374,2:bad,2:bad,,1,9.4,0.23,0.56,16.45,0.063,52.5,282,1.00098,3.1,0.51,9.3
1375,2:bad,2:bad,,0.971,6.4,0.27,0.19,2,0.084,21,191,0.99516,3.49,0.63,9.6
1376,2:bad,2:bad,,0.971,6.4,0.27,0.19,1.9,0.085,21,196,0.99516,3.49,0.64,9.5
1377,1:good,1:good,,0.875,6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4
1378,1:good,1:good,,0.875,6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4
1379,2:bad,2:bad,,1,7.6,0.2,0.68,12.9,0.042,56,160,0.99841,3.05,0.41,8.7
1380,2:bad,2:bad,,0.993,6.9,0.3,0.29,1.3,0.053,24,189,0.99362,3.29,0.54,9.9
1381,2:bad,2:bad,,0.993,6.9,0.3,0.3,1.3,0.053,24,186,0.99361,3.29,0.54,9.9
1382,2:bad,2:bad,,0.969,7.6,0.21,0.35,1.2,0.041,7,106,0.9914,3.06,0.45,11.3
1383,1:good,1:good,,1,6.8,0.46,0.26,2.7,0.042,28,83,0.99114,3.38,0.51,12
1384,1:good,1:good,,1,7,0.28,0.26,1.7,0.042,34,130,0.9925,3.43,0.5,10.7
1385,1:good,2:bad,+,0.92,6.4,0.17,0.34,1.5,0.091,42,135,0.9938,3.25,0.49,9.6
1386,2:bad,2:bad,,0.993,6.3,0.695,0.55,12.9,0.056,58,252,0.99806,3.29,0.49,8.7
1387,2:bad,2:bad,,0.971,7,0.27,0.29,3.9,0.059,28,199,0.9961,3.54,0.59,10.3
1388,2:bad,2:bad,,0.97,8.4,0.3,0.25,17.75,0.047,25,218,1.00016,2.98,0.66,9.1
1389,2:bad,2:bad,,1,9.2,0.19,0.42,2,0.047,16,104,0.99517,3.09,0.66,10
1390,2:bad,2:bad,,0.683,9.2,0.16,0.49,2,0.044,18,107,0.99514,3.1,0.53,10.2
1391,2:bad,2:bad,,1,9.8,0.16,0.46,1.8,0.046,23,130,0.99587,3.04,0.67,9.6
1392,2:bad,2:bad,,1,6.6,0.23,0.18,8.5,0.044,59,188,0.99558,3.16,0.49,9.5
1393,2:bad,2:bad,,0.993,7.5,0.705,0.1,13,0.044,44,214,0.99741,3.1,0.5,9.1
1394,2:bad,2:bad,,1,7.1,0.21,0.28,2.7,0.034,23,111,0.99405,3.35,0.64,10.2
1395,2:bad,2:bad,,0.971,6.3,0.38,0.17,8.8,0.08,50,212,0.99803,3.47,0.66,9.4
1396,2:bad,2:bad,,1,7.1,0.21,0.28,2.7,0.034,23,111,0.99405,3.35,0.64,10.2
1397,2:bad,2:bad,,0.971,6.2,0.38,0.18,7.4,0.095,28,195,0.99773,3.53,0.71,9.2
1398,2:bad,2:bad,,1,8.2,0.24,0.3,2.3,0.05,23,106,0.99397,2.98,0.5,10
1399,2:bad,2:bad,,0.993,7.3,0.815,0.09,11.4,0.044,45,204,0.99713,3.15,0.46,9
1400,2:bad,2:bad,,0.993,6.3,0.41,0.16,0.9,0.032,25,98,0.99274,3.16,0.42,9.5
1401,2:bad,2:bad,,0.971,6.1,0.36,0.41,19.35,0.07,67,207,1.00118,3.39,0.53,9.1
1402,1:good,1:good,,0.951,8.1,0.4,0.32,7.9,0.031,23,118,0.99176,3.05,0.46,13.3
1403,2:bad,2:bad,,0.993,6.8,0.26,0.43,11.75,0.045,53,198,0.9969,3.26,0.55,9.5
1404,2:bad,2:bad,,0.971,6.2,0.44,0.18,7.7,0.096,28,210,0.99771,3.56,0.72,9.2
1405,2:bad,2:bad,,0.971,6.2,0.44,0.18,7.7,0.096,28,210,0.99771,3.56,0.72,9.2
1406,2:bad,2:bad,,0.993,6.4,0.28,0.17,8.3,0.042,61,195,0.99577,3.22,0.46,9.4
1407,2:bad,2:bad,,0.993,6.3,0.29,0.14,7.05,0.045,50,177,0.99564,3.23,0.42,9
1408,2:bad,2:bad,,0.993,6.4,0.27,0.17,8.4,0.044,60,198,0.99578,3.21,0.47,9.4
1409,2:bad,2:bad,,0.993,6.4,0.35,0.35,5.6,0.034,9,148,0.99441,3.17,0.5,9.8
1410,2:bad,2:bad,,0.993,6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4
1411,2:bad,2:bad,,0.993,6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4
1412,2:bad,2:bad,,0.993,6.8,0.46,0.26,6.3,0.147,49,159,0.99434,3.14,0.47,10
1413,2:bad,2:bad,,1,7.6,0.285,0.32,14.6,0.063,32,201,0.998,3,0.45,9.2
1414,2:bad,2:bad,,0.993,6.6,0.32,0.33,2.5,0.052,40,219.5,0.99316,3.15,0.6,10
1415,2:bad,2:bad,,1,7.6,0.285,0.32,14.6,0.063,32,201,0.998,3,0.45,9.2
1416,2:bad,2:bad,,0.993,6.6,0.34,0.34,2.6,0.051,40.5,210,0.99314,3.15,0.61,10
1417,2:bad,2:bad,,0.993,6.6,0.32,0.33,2.5,0.052,40,210,0.99316,3.15,0.6,10
1418,2:bad,2:bad,,0.993,6.6,0.56,0.15,10,0.037,38,157,0.99642,3.28,0.52,9.4
1419,2:bad,2:bad,,0.993,6.6,0.56,0.15,10,0.037,38,157,0.99642,3.28,0.52,9.4
1420,1:good,1:good,,0.857,7.3,0.19,0.27,1.6,0.027,35,136,0.99248,3.38,0.54,11
1421,2:bad,2:bad,,0.97,7.1,0.29,0.3,16,0.036,58,201,0.99954,3.3,0.67,9
1422,2:bad,2:bad,,0.97,6.6,0.33,0.24,16.05,0.045,31,147,0.99822,3.08,0.52,9.2
1423,2:bad,2:bad,,0.97,6.6,0.33,0.24,16.05,0.045,31,147,0.99822,3.08,0.52,9.2
1424,2:bad,2:bad,,0.993,8.2,0.26,0.33,2.6,0.053,11,71,0.99402,2.89,0.49,9.5
1425,2:bad,2:bad,,1,8.3,0.25,0.33,2.5,0.053,12,72,0.99404,2.89,0.48,9.5
1426,1:good,1:good,,1,7,0.26,0.26,10.8,0.039,37,184,0.99787,3.47,0.58,10.3
1427,2:bad,2:bad,,0.993,6,0.26,0.15,1.2,0.053,35,124,0.99347,3.08,0.46,8.8
1428,2:bad,2:bad,,0.993,7.5,0.28,0.78,12.1,0.041,53,161,0.99838,2.98,0.44,8.7
1429,2:bad,2:bad,,0.993,7.5,0.27,0.79,11.95,0.04,51,159,0.99839,2.98,0.44,8.7
1430,2:bad,2:bad,,0.993,6.8,0.34,0.1,1.4,0.049,29,118,0.9936,3.21,0.41,9.5
1431,2:bad,2:bad,,1,7.6,0.25,0.34,1.3,0.056,34,176,0.99434,3.1,0.51,9.5
1432,1:good,1:good,,0.962,5.6,0.35,0.4,6.3,0.022,23,174,0.9922,3.54,0.5,11.6
1433,1:good,1:good,,0.974,6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1
1434,2:bad,2:bad,,0.993,7.4,0.56,0.09,1.5,0.071,19,117,0.99496,3.22,0.53,9.8
1435,1:good,1:good,,0.974,6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1
1436,2:bad,2:bad,,1,6.8,0.32,0.3,1,0.049,22,113,0.99289,3.24,0.61,10.2
1437,2:bad,2:bad,,0.993,6.4,0.3,0.16,7.5,0.05,55,191,0.9959,3.17,0.49,9
1438,2:bad,2:bad,,1,6.7,0.24,0.32,10.3,0.079,37,122,0.99662,3.02,0.45,8.8
1439,2:bad,2:bad,,1,6,0.2,0.24,5.3,0.075,49,201,0.99466,3.21,0.43,9.5
1440,2:bad,2:bad,,0.993,7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7
1441,2:bad,2:bad,,0.993,7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7
1442,2:bad,2:bad,,0.683,6.3,0.18,0.22,1.5,0.043,45,155,0.99238,3.19,0.48,10.2
1443,2:bad,2:bad,,0.683,8.6,0.23,0.25,11.3,0.031,13,96,0.99645,3.11,0.4,10.8
1444,2:bad,2:bad,,1,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8
1445,2:bad,2:bad,,1,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8
1446,2:bad,2:bad,,1,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8
1447,2:bad,2:bad,,0.993,6.4,0.31,0.4,6.4,0.039,39,191,0.99513,3.14,0.52,9.8
1448,2:bad,2:bad,,0.993,8.6,0.34,0.36,1.4,0.045,11,119,0.99556,3.17,0.47,9.4
1449,2:bad,2:bad,,0.993,8.6,0.34,0.36,1.4,0.045,11,119,0.99556,3.17,0.47,9.4
1450,1:good,1:good,,0.951,7.1,0.34,0.31,5.2,0.032,36,140,0.99166,3.35,0.47,12.3
1451,2:bad,2:bad,,0.993,8,0.27,0.57,10.4,0.053,18,134,0.99732,3.12,0.68,9
1452,2:bad,2:bad,,0.993,6.9,0.34,0.36,1.4,0.032,13,145,0.99214,3.07,0.52,9.8
1453,1:good,1:good,,0.951,6.9,0.34,0.3,4.7,0.029,34,148,0.99165,3.36,0.49,12.3
1454,1:good,1:good,,1,7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9
1455,1:good,1:good,,1,7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9
1456,2:bad,2:bad,,0.92,6.3,0.24,0.55,8.1,0.04,67,216,0.99596,3.24,0.5,9.2
1457,2:bad,2:bad,,1,7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7
1458,1:good,1:good,,0.974,6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5
1459,1:good,1:good,,1,7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4
1460,2:bad,1:good,+,0.941,8.2,0.2,0.38,3.5,0.053,41,174,0.99306,3.22,0.41,11.6
1461,2:bad,2:bad,,1,7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7
1462,1:good,1:good,,1,7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4
1463,1:good,1:good,,0.974,6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5
1464,2:bad,2:bad,,0.993,6.6,0.42,0.13,12.8,0.044,26,158,0.99772,3.24,0.47,9
1465,2:bad,2:bad,,0.993,6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4
1466,2:bad,2:bad,,0.993,6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4
1467,2:bad,2:bad,,0.882,6.4,0.22,0.3,11.2,0.046,53,149,0.99479,3.21,0.34,10.8
1468,1:good,2:bad,+,0.683,6.8,0.23,0.3,1.7,0.043,19,95,0.99207,3.17,0.46,10.7
1469,2:bad,2:bad,,1,6.2,0.27,0.18,1.5,0.028,20,111,0.99228,3.41,0.5,10
1470,2:bad,2:bad,,0.944,9,0.29,0.34,12.1,0.03,34,177,0.99706,3.13,0.47,10.6
1471,2:bad,2:bad,,0.944,8.9,0.27,0.34,10.7,0.029,19.5,166,0.99669,3.13,0.48,10.6
1472,2:bad,2:bad,,0.993,6.7,0.5,0.38,7.5,0.046,26,175,0.99662,3.32,0.54,9.6
1473,2:bad,2:bad,,0.993,6.2,0.33,0.14,4.8,0.052,27,128,0.99475,3.21,0.48,9.4
1474,2:bad,2:bad,,1,7.5,0.2,0.47,16.9,0.052,51,188,0.99944,3.09,0.62,9.3
1475,2:bad,2:bad,,0.993,6.2,0.33,0.14,4.8,0.052,27,128,0.99475,3.21,0.48,9.4
1476,2:bad,2:bad,,0.993,6.6,0.36,0.52,11.3,0.046,8,110,0.9966,3.07,0.46,9.4
1477,1:good,1:good,,0.974,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2
1478,1:good,1:good,,0.974,6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2
1479,1:good,1:good,,0.974,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2
